nombre,nivel,ataque,defensa,estamina,iv_ataque,iv_defensa,iv_estamina,PC
Giratina,10.0,225,187,284,4,13,3,979
Shellos,32.0,103,105,183,12,5,13,934
Phione,36.5,162,162,190,5,7,1,1780
Parasect,19.5,165,146,155,12,5,4,954
Scizor,28.5,236,181,172,1,15,11,2282
Ditto,24.0,91,91,134,5,10,8,492
Kecleon,31.0,161,189,155,10,6,7,1654
Drifblim,44.0,180,102,312,12,3,4,2296
Swinub,9.5,90,69,137,0,1,8,153
Chinchou,3.0,106,97,181,10,3,1,72
Kakuna,3.5,46,75,128,13,6,4,34
Bonsly,32.5,124,133,137,4,9,2,1002
Kingler,35.5,240,181,146,1,0,11,2374
Huntail,27.0,197,179,146,0,15,7,1635
Walrein,9.0,182,176,242,15,13,8,683
Plusle,26.5,167,129,155,9,15,1,1247
Alolan,17.5,164,164,146,6,15,13,895
Hypno,6.0,144,193,198,8,7,13,321
Articuno,19.5,192,236,207,11,2,1,1571
Zangoose,38.5,222,124,177,3,2,8,2099
Dusclops,19.5,124,234,120,13,3,7,827
Alolan,5.5,135,154,181,13,5,7,239
Latios,38.0,268,212,190,1,6,11,3416
Butterfree,12.0,167,137,155,1,13,11,567
Alolan,21.5,190,172,233,11,0,0,1543
Lombre,28.5,112,119,155,0,11,15,846
Octillery,32.0,197,141,181,10,9,6,1917
Masquerain,42.0,192,150,172,10,15,15,2272
Snorlax,38.0,190,169,330,15,3,9,3003
Dusclops,8.5,124,234,120,5,8,6,338
Alolan,13.5,158,136,163,10,7,11,638
Corphish,44.0,141,99,125,12,13,13,1248
Alolan,30.5,177,195,181,1,2,10,1863
Staraptor,5.5,234,140,198,11,3,9,394
Giratina,8.5,187,225,284,8,1,13,758
Machop,11.0,137,82,172,1,11,15,357
Hoppip,2.5,67,94,111,6,6,13,30
Volbeat,44.0,143,166,163,6,0,4,1628
Dunsparce,39.0,131,128,225,3,7,11,1472
Houndoom,29.5,224,144,181,11,6,0,2038
Unown,7.5,136,91,134,9,13,6,229
Aggron,24.0,198,257,172,15,5,0,1936
Vespiquen,26.5,149,190,172,12,12,11,1463
Slaking,8.0,290,166,284,9,11,6,953
Dragonite,18.0,263,198,209,8,11,5,1840
Phanpy,36.0,107,98,207,2,10,1,962
Abomasnow,25.0,178,158,207,0,11,5,1503
Jynx,40.0,223,151,163,8,12,0,2351
Pelipper,12.0,175,174,155,15,11,0,689
Forretress,16.5,161,205,181,12,11,11,1037
Horsea,21.0,129,103,102,8,14,7,579
Grotle,31.0,157,143,181,0,11,9,1461
Corsola,1.5,118,156,146,9,13,2,36
Cubone,2.5,90,144,137,3,11,11,52
Lucario,36.5,236,144,172,6,0,4,2285
Breloom,29.0,241,144,155,0,7,12,1980
Torchic,37.0,130,87,128,7,11,3,927
Alolan,27.5,177,195,181,13,4,9,1813
Metagross,36.0,257,228,190,3,9,13,3358
Arbok,34.5,167,153,155,10,10,13,1685
Cherrim,2.5,170,153,172,8,9,13,114
Squirtle,9.5,94,121,127,9,14,12,238
Dratini,19.5,119,91,121,12,2,3,489
Chimchar,2.0,113,86,127,9,7,7,37
Cherrim,3.0,170,153,172,12,10,2,142
Torkoal,5.0,151,203,172,14,2,3,263
Stantler,30.0,192,131,177,3,1,9,1635
Ambipom,30.0,205,143,181,1,2,8,1825
Grovyle,6.0,172,120,137,3,4,11,244
Gligar,39.5,143,184,163,12,7,8,1737
Cresselia,35.0,152,258,260,1,4,11,2364
Medicham,16.0,121,152,155,13,6,9,615
Entei,25.0,235,171,251,7,0,8,2272
Manectric,16.5,215,127,172,14,8,8,1051
Quagsire,38.5,152,143,216,2,3,6,1694
Kricketune,12.5,160,100,184,5,15,10,549
Wurmple,7.5,75,59,128,15,3,10,109
Omanyte,14.0,155,153,111,1,4,9,535
Clefairy,20.0,107,108,172,1,10,7,560
Chansey,11.5,60,128,487,6,2,0,340
Entei,6.0,235,171,251,14,4,7,545
Crawdaunt,35.5,224,142,160,8,4,0,2072
Piplup,42.0,112,102,142,15,5,13,1047
Alolan,15.0,103,70,102,10,15,12,297
Kakuna,44.0,46,75,128,6,10,15,376
Cleffa,28.5,75,79,137,0,4,12,424
Mantine,1.5,148,226,163,6,11,14,57
Chikorita,44.0,92,122,128,14,6,0,890
Swablu,25.0,76,132,128,11,10,10,543
Raticate,2.5,161,139,146,2,6,4,89
Kingler,8.5,240,181,146,11,0,3,619
Lileep,12.5,105,150,165,7,12,11,421
Chimchar,15.0,113,86,127,3,4,14,349
Dratini,14.5,119,91,121,8,9,12,379
Tangrowth,17.0,207,184,225,5,1,10,1341
Starmie,23.5,210,184,155,2,4,10,1565
Ninjask,4.5,196,112,156,12,2,4,210
Shaymin,7.0,261,166,225,9,1,8,649
Farfetch'd,13.0,124,115,141,13,6,4,421
Graveler,15.5,164,164,146,3,1,3,724
Cacturne,26.0,221,115,172,13,6,10,1611
Persian,28.5,150,136,163,10,13,6,1291
Froslass,35.0,171,150,172,7,1,15,1734
Alolan,33.0,96,109,116,6,9,2,676
Espeon,9.5,261,175,163,8,1,14,802
Zangoose,33.0,222,124,177,4,5,0,1919
Mismagius,17.0,211,187,155,2,7,10,1156
Drifblim,23.0,180,102,312,0,1,10,1345
Deoxys,11.0,414,46,137,12,0,7,680
Misdreavus,30.0,167,154,155,0,10,2,1434
Tyrogue,15.0,64,64,111,10,9,9,185
Glalie,20.0,162,162,190,2,10,5,1071
Celebi,2.0,210,210,225,2,11,5,132
Absol,27.0,246,120,163,7,11,9,1829
Duskull,12.5,70,162,85,4,4,3,199
Nuzleaf,36.0,134,78,172,12,15,11,1121
Giratina,18.0,225,187,284,0,2,12,1709
Budew,10.5,91,109,120,5,15,10,228
Mamoswine,37.5,247,146,242,14,0,12,3027
Drifblim,9.0,180,102,312,12,4,13,568
Tauros,33.5,198,183,181,12,14,10,2308
Ninetales,2.0,169,190,177,7,10,1,91
Cubone,32.0,90,144,137,1,6,15,760
Lickilicky,3.5,161,181,242,2,12,9,200
Burmy,18.5,53,83,120,2,1,15,193
Jirachi,44.0,210,210,225,9,6,13,3260
Floatzel,28.0,221,114,198,8,10,3,1806
Wooper,4.5,75,66,146,13,7,11,70
Charmeleon,44.0,158,126,151,15,9,9,1669
Poliwhirl,15.5,130,123,163,8,9,14,583
Duskull,19.0,70,162,85,7,14,5,328
Wurmple,13.5,75,59,128,15,4,4,197
Uxie,39.0,156,270,181,6,1,10,2269
Bagon,3.0,134,93,128,3,2,7,72
Shiftry,38.0,200,121,207,1,11,4,2035
Donphan,21.0,214,185,207,5,6,15,1689
Tangrowth,25.0,207,184,225,6,15,15,2076
Alolan,16.0,230,153,216,10,7,1,1276
Kricketune,9.0,160,100,184,8,12,15,400
Mankey,10.0,148,82,120,14,5,7,303
Starly,39.5,101,58,120,12,0,4,594
Azurill,25.0,36,71,137,5,4,8,190
Whiscash,24.0,151,141,242,6,12,6,1309
Drapion,12.0,180,202,172,9,10,8,790
Masquerain,12.0,192,150,172,4,9,9,712
Golbat,21.0,161,150,181,6,11,6,1085
Raticate,30.5,161,139,146,0,3,11,1297
Magneton,43.0,223,169,137,6,5,7,2350
Vespiquen,36.0,149,190,172,4,13,6,1712
Elekid,27.5,135,101,128,4,12,2,826
Makuhita,19.5,99,54,176,8,1,14,380
Azelf,35.5,270,151,181,15,4,3,2812
Dugtrio,39.5,167,134,111,2,14,5,1373
Jolteon,33.0,232,182,163,15,3,9,2476
Remoraid,15.5,127,69,111,6,9,9,355
Uxie,7.0,156,270,181,1,9,0,430
Hoppip,17.0,67,94,111,5,11,12,248
Diglett,23.5,109,78,67,11,7,8,401
Azelf,34.5,270,151,181,11,5,8,2776
Wailmer,36.5,136,68,277,6,1,14,1193
Wartortle,5.5,126,155,153,4,5,10,196
Snorunt,36.0,95,95,137,4,5,3,689
Jirachi,17.0,210,210,225,11,3,2,1474
Pineco,40.0,108,122,137,8,5,4,969
Bonsly,14.5,124,133,137,9,1,11,484
Mantine,8.0,148,226,163,13,3,11,452
Spinda,28.0,116,116,155,10,14,5,908
Alolan,21.0,144,186,155,5,14,5,998
Spinarak,32.0,105,73,120,2,14,10,629
Skuntank,4.5,184,132,230,4,9,3,254
Charmeleon,2.0,158,126,151,0,9,10,64
Teddiursa,6.0,142,93,155,2,3,3,182
Magneton,17.0,223,169,137,2,14,1,1084
Meltan,42.0,118,130,130,14,8,12,1183
Snover,27.0,115,105,155,12,13,12,859
Purugly,8.0,172,133,174,11,12,9,419
Flaaffy,7.0,145,109,172,0,3,8,251
Koffing,43.0,119,141,120,14,3,8,1170
Scyther,39.5,218,170,172,10,12,15,2608
Mudkip,18.5,126,93,137,14,14,1,561
Gorebyss,31.0,211,179,146,8,1,15,2029
Alolan,38.0,135,90,190,6,10,12,1215
Pineco,7.5,108,122,137,5,10,4,202
Torterra,13.5,202,188,216,13,12,3,1084
Sneasel,14.0,189,146,146,15,4,12,784
Gengar,40.0,261,149,155,7,8,3,2636
Jumpluff,21.0,118,183,181,5,9,5,871
Altaria,13.0,141,201,181,12,12,14,723
Steelix,28.5,148,272,181,14,0,2,1838
Staryu,8.0,137,112,102,3,8,9,227
Wynaut,35.5,41,86,216,0,8,12,350
Shellder,24.5,116,134,102,14,11,12,730
Chimchar,19.0,113,86,127,12,7,11,480
Turtwig,24.5,119,110,146,15,11,9,802
Lickitung,23.5,108,137,207,8,2,8,840
Scizor,24.5,236,181,172,15,7,8,2018
Cleffa,31.0,75,79,137,3,2,14,469
Yanma,14.5,154,94,163,4,14,14,565
Hariyama,31.5,209,114,302,7,14,13,2380
Trapinch,33.5,162,78,128,6,2,6,985
Mesprit,44.0,212,212,190,4,5,11,2961
Pikachu,22.0,112,96,111,5,6,14,518
Nidoran?,39.0,86,89,146,6,10,5,692
Kecleon,12.5,161,189,155,11,5,15,696
Wigglytuff,32.0,156,90,295,2,2,12,1468
Minun,20.0,147,150,155,11,11,6,907
Alolan,22.0,211,198,190,7,1,8,1698
Xatu,17.5,192,146,163,4,4,9,983
Froslass,22.5,171,150,172,7,8,2,1185
Gulpin,25.0,80,99,172,13,15,7,592
Squirtle,34.0,94,121,127,6,10,9,762
Pidgey,7.5,85,73,120,4,6,8,117
Azurill,24.0,36,71,137,9,5,2,198
Alolan,11.0,201,145,111,1,4,10,532
Abomasnow,3.0,178,158,207,8,0,4,158
Tentacruel,24.5,166,209,190,5,2,9,1531
Mightyena,31.0,171,132,172,9,11,8,1571
Torterra,19.0,202,188,216,3,4,9,1444
Kricketune,20.5,160,100,184,3,5,14,859
Mothim,24.5,185,98,172,15,5,10,1197
Venonat,42.0,100,100,155,10,5,7,918
Exeggcute,27.0,107,125,155,3,2,9,764
Purugly,29.5,172,133,174,15,8,6,1568
Chatot,22.5,183,91,183,0,15,1,1026
Blissey,30.5,129,169,496,8,14,7,2243
Rattata,39.5,103,70,102,0,14,8,613
Yanmega,1.0,231,156,200,5,12,0,38
Wurmple,34.0,75,59,128,11,6,7,460
Skitty,4.5,84,79,137,10,10,2,78
Totodile,10.5,117,109,137,5,13,8,304
Alolan,6.0,99,78,120,4,10,5,111
Omanyte,9.5,155,153,111,1,0,0,343
Magmortar,14.5,247,172,181,10,14,1,1223
Girafarig,20.5,182,133,172,1,2,12,1055
Deoxys,26.5,345,115,137,8,1,10,2179
Munchlax,37.5,137,117,286,7,6,4,1637
Surskit,9.0,93,87,120,2,7,5,164
Burmy,36.0,53,83,120,6,3,8,364
Shuppet,1.5,138,65,127,8,11,13,27
Crobat,40.0,194,178,198,10,14,7,2527
Lotad,33.0,71,77,120,8,13,7,474
Dustox,17.0,98,162,155,3,11,7,512
Roserade,38.0,243,185,155,13,6,9,2749
Nidoking,29.5,204,156,191,6,2,5,1945
Eevee,36.5,104,114,146,10,6,6,913
Croagunk,13.0,116,76,134,12,4,11,319
Meowth,13.5,92,78,120,5,8,11,248
Turtwig,37.0,119,110,146,12,3,8,1033
Lugia,32.0,193,310,235,7,7,8,3070
Jigglypuff,24.0,80,41,251,0,3,12,368
Scyther,38.0,218,170,172,15,10,8,2544
Mudkip,30.5,126,93,137,3,8,8,842
Omastar,16.5,207,201,172,14,1,1,1216
Pidgeot,17.0,166,154,195,3,8,2,915
Golduck,22.5,191,162,190,5,6,2,1413
Shaymin,32.0,261,166,225,6,9,15,3027
Togekiss,12.0,225,217,198,15,7,11,1112
Drowzee,33.0,89,136,155,12,4,4,847
Wormadam,9.5,141,180,155,6,10,0,426
Magmortar,41.0,247,172,181,12,9,14,3077
Kabutops,5.5,220,186,155,14,9,0,381
Butterfree,32.0,167,137,155,2,9,10,1451
Lopunny,11.0,156,194,163,8,6,14,605
Piloswine,28.5,181,138,225,15,2,6,1792
Alolan,39.0,125,129,137,0,11,1,1069
Jigglypuff,21.0,80,41,251,10,9,12,386
Igglybuff,32.0,69,32,207,3,10,2,373
Barboach,29.5,93,82,137,13,13,4,645
Roserade,29.5,243,185,155,9,10,12,2394
Shroomish,5.0,74,110,155,6,10,12,95
Spinarak,29.5,105,73,120,11,15,7,645
Mudkip,30.0,126,93,137,5,8,2,831
Buneary,29.0,130,105,146,12,11,13,998
Grovyle,22.5,172,120,137,0,13,1,935
Pelipper,29.5,175,174,155,10,7,4,1652
Pelipper,28.5,175,174,155,1,14,3,1542
Lombre,33.5,112,119,155,0,6,14,922
Charmeleon,10.5,158,126,151,13,4,14,469
Shaymin,4.5,210,210,225,4,14,12,368
Alolan,32.0,103,70,102,6,11,0,548
Chingling,22.0,114,94,128,5,5,14,553
Drifblim,17.5,180,102,312,5,15,15,1130
Shroomish,44.0,74,110,155,9,1,15,748
Oddish,5.0,131,112,128,9,5,1,144
Swablu,31.0,76,132,128,3,6,8,589
Growlithe,13.0,136,93,146,13,1,8,415
Paras,22.5,121,99,111,6,0,0,534
Sentret,4.5,79,73,111,11,13,9,68
Lapras,14.5,165,174,277,6,0,3,976
Weepinbell,23.0,172,92,163,7,12,6,973
Pichu,30.5,77,53,85,13,10,0,355
Phanpy,20.0,107,98,207,0,8,14,584
Alolan,16.0,177,195,181,0,3,9,980
Groudon,34.0,270,228,205,13,2,0,3509
Lombre,43.0,112,119,155,2,10,9,1075
Togepi,12.5,67,116,111,14,9,7,219
Shroomish,39.5,74,110,155,4,7,2,655
Deoxys,7.0,345,115,137,4,1,0,536
Mismagius,44.0,211,187,155,7,14,4,2558
Latias,37.0,228,246,190,6,8,2,3089
Alolan,24.5,190,172,233,8,13,15,1854
Lumineon,37.5,142,170,170,0,8,13,1543
Carvanha,5.5,171,39,128,1,0,8,117
Wigglytuff,13.0,156,90,295,2,10,0,629
Furret,7.5,148,125,198,11,5,7,341
Mothim,20.0,185,98,172,7,3,5,916
Mewtwo,30.5,300,182,214,2,3,8,3303
Politoed,17.0,174,179,207,4,15,3,1089
Porygon,31.0,153,136,163,2,6,12,1329
Shelgon,5.5,172,155,163,14,12,2,289
Eevee,15.0,104,114,146,7,13,9,416
Omastar,16.0,207,201,172,3,15,13,1198
Leafeon,35.0,216,219,163,1,2,3,2410
Dunsparce,1.5,131,128,225,4,2,7,42
Giratina,38.0,225,187,284,4,6,8,3298
Zapdos,18.5,253,185,207,4,11,4,1725
Cherrim,39.5,170,153,172,2,7,0,1769
Koffing,28.5,119,141,120,15,13,6,949
Metang,35.5,138,176,155,1,6,10,1407
Ludicolo,19.0,173,176,190,2,3,10,1122
Mantyke,13.5,105,179,128,15,7,13,468
Dragonair,9.5,163,135,156,1,2,8,415
Mudkip,33.0,126,93,137,7,3,15,903
Leafeon,25.0,216,219,163,14,6,11,2030
Machamp,16.5,234,159,207,8,3,0,1304
Scizor,5.0,236,181,172,12,9,4,382
Rapidash,7.0,207,162,163,9,4,1,434
Abra,38.0,195,82,93,3,7,10,1150
Pikachu,27.5,112,96,111,2,4,9,612
Alolan,1.0,125,129,137,2,10,5,15
Nosepass,21.5,82,215,102,1,15,4,497
Ampharos,33.5,211,169,207,10,9,3,2420
Rampardos,36.5,295,109,219,12,12,0,2965
Sunflora,12.5,185,135,181,9,0,1,678
Zangoose,34.5,222,124,177,12,12,5,2118
Arceus,5.0,238,238,236,15,12,2,519
Yanma,10.0,154,94,163,9,1,4,366
Lugia,19.0,193,310,235,4,3,12,1857
Glameow,2.5,109,82,135,10,1,4,47
Exeggcute,35.0,107,125,155,10,0,15,989
Alolan,43.0,144,186,155,5,7,8,1713
Mewtwo,1.5,300,182,214,4,6,11,114
Ho-Oh,1.5,239,244,214,10,9,12,108
Magmortar,22.5,247,172,181,9,13,2,1891
Gyarados,4.0,237,186,216,15,4,6,338
Snorlax,3.5,190,169,330,15,2,0,272
Shelgon,20.0,172,155,163,2,7,4,1021
Yanma,9.0,154,94,163,13,6,4,344
Omastar,27.5,207,201,172,0,1,6,1926
Burmy,20.0,53,83,120,10,9,12,247
Mamoswine,15.5,247,146,242,0,11,10,1359
Exeggcute,33.5,107,125,155,6,3,10,930
Crawdaunt,32.5,224,142,160,11,1,8,2031
Omastar,41.0,207,201,172,0,13,7,2562
Manaphy,17.5,210,210,225,14,10,8,1583
Quilava,13.0,158,126,151,13,11,6,581
Feebas,31.0,29,85,85,7,3,7,176
Jolteon,33.5,232,182,163,10,14,1,2458
Wingull,14.0,106,61,120,11,5,1,261
Slugma,4.5,118,71,120,13,2,11,95
Combee,22.0,59,83,102,1,7,3,228
Wynaut,30.0,41,86,216,9,12,2,391
Purugly,12.5,172,133,174,2,7,6,616
Surskit,33.0,93,87,120,8,1,8,602
Corphish,4.0,141,99,125,12,2,10,116
Flaaffy,35.0,145,109,172,6,9,11,1286
Lickilicky,20.5,161,181,242,4,0,14,1299
Farfetch'd,23.0,124,115,141,15,3,7,753
Rapidash,33.0,207,162,163,15,14,12,2190
Typhlosion,7.5,223,173,186,3,15,12,572
Psyduck,42.0,122,95,137,0,1,9,925
Yanma,31.0,154,94,163,0,7,13,1117
Nidorina,27.0,117,120,172,3,0,7,847
Zigzagoon,42.0,58,80,116,10,1,3,427
Heracross,35.5,234,179,190,5,6,4,2646
Electrode,9.5,173,173,155,4,6,5,506
Butterfree,30.5,167,137,155,7,6,7,1429
Magikarp,6.0,29,85,85,5,9,4,32
Sealeo,5.0,137,132,207,2,6,3,199
Furret,43.0,148,125,198,13,1,14,1706
Wailmer,25.0,136,68,277,9,0,6,897
Clamperl,10.5,133,135,111,10,2,3,334
Poochyena,25.0,96,61,111,7,4,8,404
Wailmer,32.0,136,68,277,1,12,5,1138
Golduck,43.0,191,162,190,4,3,5,2268
Milotic,37.0,192,219,216,4,4,15,2659
Ursaring,17.5,236,144,207,3,7,6,1338
Gloom,25.5,153,136,155,6,0,15,1100
Froslass,9.5,171,150,172,11,10,15,532
Octillery,29.0,197,141,181,7,12,2,1766
Alolan,15.5,190,172,233,15,10,9,1190
Gloom,27.5,153,136,155,4,2,13,1173
Walrein,8.5,182,176,242,11,3,8,613
Pidgeot,27.0,166,154,195,15,3,0,1525
Skorupi,9.0,93,151,120,4,5,15,224
Rapidash,13.5,207,162,163,7,1,2,845
Cherubi,9.5,108,92,128,5,15,12,233
Rhydon,39.0,222,171,233,0,1,11,2799
Krabby,23.0,181,124,102,0,7,1,862
Wobbuffet,9.5,60,106,382,13,10,8,262
Ursaring,2.5,236,144,207,4,10,2,159
Gastly,5.0,186,67,102,15,12,3,154
Drapion,24.5,180,202,172,9,5,12,1612
Swellow,38.5,185,124,155,0,13,1,1653
Miltank,20.0,157,193,216,2,10,14,1226
Tangela,12.5,183,169,163,3,4,9,715
Skiploom,12.0,91,120,146,11,12,9,312
Chansey,11.0,60,128,487,7,13,15,349
Eevee,9.5,104,114,146,12,14,1,269
Nidoking,4.0,204,156,191,1,14,6,245
Alakazam,6.0,271,167,146,6,3,10,465
Nosepass,5.0,82,215,102,7,7,5,115
Qwilfish,22.5,184,138,163,0,15,13,1212
Alolan,12.0,164,164,146,1,12,13,591
Mareep,10.0,114,79,146,4,4,12,241
Shuckle,6.0,17,396,85,9,12,6,51
Spheal,13.5,95,90,172,8,0,13,320
Glaceon,32.5,238,205,163,14,3,8,2650
Alolan,30.5,99,78,120,2,9,3,564
Combusken,28.0,163,115,155,15,3,6,1225
Nidoran?,11.0,105,76,130,11,13,15,258
Armaldo,4.5,222,174,181,6,14,0,314
Hypno,24.0,144,193,198,11,6,0,1317
Alolan,7.0,190,172,233,9,9,7,505
Ekans,5.5,110,97,111,13,4,12,128
Caterpie,36.0,55,55,128,11,5,6,348
Poliwrath,7.0,182,184,207,10,5,8,471
Mew,27.5,210,210,225,5,11,5,2378
Alolan,34.5,164,164,146,14,3,8,1642
Relicanth,18.0,162,203,225,15,11,5,1261
Doduo,10.5,158,83,111,3,10,6,314
Onix,9.0,85,232,111,6,1,1,234
Ludicolo,8.0,173,176,190,11,2,12,491
Starmie,4.0,210,184,155,0,8,4,239
Shellos,35.0,103,105,183,9,0,1,902
Forretress,14.5,161,205,181,12,14,6,905
Croagunk,29.5,116,76,134,3,7,13,692
Omanyte,27.0,155,153,111,15,7,7,1125
Vulpix,32.5,96,109,116,7,0,10,673
Ariados,37.0,161,124,172,3,5,6,1485
Vulpix,16.5,96,109,116,9,10,10,378
Kadabra,17.0,232,117,120,4,3,14,907
Burmy,7.0,53,83,120,12,7,0,82
Makuhita,17.0,99,54,176,3,12,9,341
Wurmple,28.5,75,59,128,15,15,1,447
Treecko,37.0,124,94,120,4,2,4,834
Weezing,2.0,174,197,163,7,10,3,92
Dusknoir,10.5,180,254,128,9,8,10,673
Mudkip,30.5,126,93,137,0,1,5,785
Meganium,11.0,168,202,190,11,10,11,725
Ursaring,38.0,236,144,207,8,7,9,2673
Remoraid,12.0,127,69,111,7,12,12,286
Drowzee,20.5,89,136,155,12,11,8,571
Wooper,21.0,75,66,146,2,7,14,311
Grumpig,34.0,171,188,190,2,5,12,1950
Ditto,19.0,91,91,134,5,2,1,364
Jumpluff,36.5,118,183,181,5,14,13,1426
Swinub,22.0,90,69,137,2,7,11,383
Arceus,16.0,238,238,236,2,5,6,1661
Absol,15.0,246,120,163,11,8,13,1032
Deoxys,18.0,144,330,137,9,9,11,1100
Alolan,6.0,125,129,137,12,0,10,194
Electabuzz,13.0,198,158,163,4,7,13,798
Ekans,44.0,110,97,111,5,11,9,859
Illumise,31.0,143,166,163,6,12,12,1431
Toxicroak,43.0,211,133,195,3,1,13,2316
Grotle,26.0,157,143,181,15,11,0,1332
Arbok,26.5,167,153,155,3,6,3,1274
Claydol,27.0,140,229,155,14,11,9,1472
Moltres,37.0,251,181,207,7,8,3,3072
Lileep,42.0,105,150,165,10,3,13,1215
Donphan,23.5,214,185,207,15,11,13,1994
Ariados,16.0,161,124,172,4,10,15,745
Torchic,15.0,130,87,128,3,4,1,385
Turtwig,17.5,119,110,146,7,9,4,525
Combee,13.5,59,83,102,11,14,4,171
Articuno,2.5,192,236,207,14,5,7,173
Buizel,37.5,132,67,146,0,9,3,845
Wigglytuff,2.0,156,90,295,13,15,4,82
Giratina,35.5,225,187,284,3,10,14,3228
Miltank,25.5,157,193,216,12,3,9,1615
Scizor,10.5,236,181,172,9,0,12,837
Dodrio,43.0,218,140,155,12,1,0,2205
Golduck,21.0,191,162,190,10,10,8,1390
Dialga,11.0,275,211,204,6,15,8,1207
Hitmontop,24.0,173,207,137,9,10,2,1353
Lapras,5.0,165,174,277,15,2,7,339
Alolan,25.5,190,172,233,0,9,13,1824
Rampardos,38.0,295,109,219,2,7,13,2956
Celebi,29.0,210,210,225,15,2,7,2582
Azelf,28.5,270,151,181,11,7,6,2456
Zigzagoon,1.0,58,80,116,1,6,5,5
Spinarak,35.5,105,73,120,10,12,12,711
Taillow,21.0,106,61,120,2,4,4,363
Ambipom,1.5,205,143,181,6,15,14,67
Poochyena,10.5,96,61,111,13,11,7,188
Poochyena,9.0,96,61,111,1,13,2,141
Skorupi,2.5,93,151,120,13,1,5,54
Leafeon,14.0,216,219,163,7,9,10,1106
Celebi,8.5,210,210,225,11,11,1,741
Growlithe,23.0,136,93,146,2,13,1,707
Bagon,17.0,134,93,128,0,8,10,479
Empoleon,24.5,210,186,197,9,7,12,1923
Skitty,7.0,84,79,137,8,5,0,120
Pelipper,25.5,175,174,155,8,3,12,1431
Ralts,28.0,79,59,99,0,11,1,330
Sealeo,15.5,137,132,207,7,12,10,704
Nosepass,23.0,82,215,102,0,15,9,537
Makuhita,10.5,99,54,176,1,8,8,200
Poochyena,16.5,96,61,111,11,8,1,276
Hippowdon,35.0,201,191,239,15,5,12,2778
Shuckle,38.5,17,396,85,14,7,13,376
Smoochum,34.0,153,91,128,2,5,15,1037
Feraligatr,7.0,205,188,198,13,4,5,524
Drifloon,19.0,117,80,207,2,10,6,558
Metapod,14.0,45,80,137,8,13,6,152
Tangela,4.5,183,169,163,2,9,3,237
Luvdisc,35.5,81,128,125,2,7,14,664
Jynx,21.5,223,151,163,13,3,14,1494
Tangela,21.0,183,169,163,11,7,1,1235
Vigoroth,24.5,159,145,190,5,2,10,1229
Rhyperior,39.5,241,190,251,6,10,1,3438
Metang,19.0,138,176,155,11,5,10,873
Poliwag,41.0,101,82,120,3,15,2,715
Chimecho,24.5,175,170,181,13,11,6,1512
Shellder,30.0,116,134,102,0,12,2,765
Aron,42.0,121,141,137,6,7,12,1207
Togetic,44.0,139,181,146,9,0,9,1627
Croconaw,19.0,150,142,163,15,15,13,929
Cherubi,4.5,108,92,128,6,10,13,102
Gulpin,16.5,80,99,172,3,8,9,340
Hoothoot,17.0,67,88,155,7,6,3,273
Azumarill,10.5,112,152,225,3,11,13,424
Tyrogue,10.5,64,64,111,12,5,9,129
Snover,37.5,115,105,155,6,2,5,953
Deoxys,36.0,230,218,137,4,1,1,2395
Cacnea,26.5,156,74,137,9,0,11,816
Pichu,12.0,77,53,85,1,4,15,126
Metagross,25.5,257,228,190,10,9,14,2671
Barboach,36.0,93,82,137,7,6,0,646
Mothim,30.5,185,98,172,0,2,7,1336
Lopunny,26.5,156,194,163,4,2,12,1401
Vileplume,29.5,202,167,181,7,9,10,2017
Victreebel,24.5,207,135,190,3,9,5,1538
Mightyena,17.0,171,132,172,6,15,8,873
Blissey,37.5,129,169,496,6,8,11,2435
Dewgong,38.5,139,177,207,7,3,14,1779
Magikarp,25.0,29,85,85,3,6,7,130
Luxray,22.5,232,156,190,15,0,13,1764
Ursaring,2.5,236,144,207,10,10,3,164
Shroomish,12.5,74,110,155,10,7,13,262
Rayquaza,40.0,284,170,213,8,8,7,3609
Skorupi,24.0,93,151,120,6,5,10,603
Phanpy,15.0,107,98,207,0,11,11,441
Manectric,30.0,215,127,172,13,14,2,1911
Alolan,14.5,164,164,146,9,7,3,714
Victreebel,16.0,207,135,190,5,1,2,978
Snorlax,25.0,190,169,330,15,9,8,2243
Snubbull,28.0,137,85,155,10,4,11,892
Scyther,24.5,218,170,172,15,12,13,1869
Raichu,28.0,193,151,155,1,15,11,1609
Hariyama,19.5,209,114,302,3,7,6,1424
Ditto,14.0,91,91,134,9,1,7,284
Donphan,44.0,214,185,207,9,15,12,3064
Espeon,28.5,261,175,163,12,1,8,2408
Lucario,29.0,236,144,172,14,2,12,2120
Farfetch'd,28.5,124,115,141,13,4,14,946
Hariyama,22.5,209,114,302,13,4,1,1685
Manaphy,2.0,210,210,225,14,5,8,138
Chansey,33.5,60,128,487,7,10,5,989
Golbat,27.0,161,150,181,12,8,12,1455
Ninetales,8.0,169,190,177,9,10,12,487
Shinx,38.0,117,64,128,14,3,11,767
Seviper,9.0,196,118,177,12,4,11,502
Happiny,35.0,25,77,225,14,3,9,309
Alolan,13.5,211,198,190,13,1,6,1065
Gorebyss,8.5,211,179,146,7,8,9,557
Pikachu,22.5,112,96,111,1,13,8,516
Flygon,28.0,205,168,190,14,4,8,2019
Jigglypuff,11.0,80,41,251,8,12,11,203
